name,diameter,weight,red,green,blue
0,7.98,145.38,159,71,2
0,7.98,145.37,168,76,5
0,7.98,145.36,163,93,2
0,7.98,145.36,143,88,10
0,7.98,145.35,157,66,11
0,7.98,145.34,163,67,27
0,7.98,145.34,161,76,2
0,7.99,145.48,158,82,6
0,7.99,145.49,148,79,2
0,7.99,145.49,166,81,12
0,7.99,145.5,166,73,2
0,8.01,145.7,173,91,2
0,8.0,145.65,145,99,21
0,8.0,145.64,160,83,2
0,8.0,145.64,159,104,16
0,8.0,145.63,150,88,2
0,8.0,145.61,163,92,13
0,8.0,145.6,149,82,18
0,8.01,145.7,148,77,16
0,8.0,145.59,167,74,16
0,8.0,145.58,146,82,13
0,8.0,145.57,155,87,16
0,8.0,145.57,156,90,2
0,8.0,145.53,168,81,2
0,8.0,145.52,160,85,8
0,8.0,145.51,155,93,9
0,7.99,145.5,160,74,18
0,8.0,145.59,150,91,26
0,8.03,146.09,155,87,11
0,8.04,146.11,156,81,7
0,8.04,146.12,165,78,6
0,8.07,146.73,133,99,2
0,8.07,146.73,172,94,2
0,8.07,146.73,158,81,2
0,8.07,146.71,156,95,2
0,8.07,146.71,142,87,2
0,8.07,146.71,173,93,2
0,8.07,146.68,160,105,13
0,8.07,146.65,154,86,12
0,8.07,146.65,170,88,7
0,8.07,146.63,157,74,2
0,8.07,146.63,163,103,2
0,8.07,146.61,156,86,5
0,8.07,146.61,142,108,2
0,8.07,146.59,157,94,5
0,8.07,146.59,153,92,2
0,8.08,146.75,171,69,8
0,8.08,146.75,154,86,2
0,8.08,146.75,157,78,2
0,8.08,146.75,161,80,2
0,7.87,143.63,147,81,2
0,8.09,146.88,155,85,7
0,8.08,146.87,157,66,18
0,8.08,146.86,163,96,11
0,8.08,146.85,170,94,8
0,8.08,146.83,180,85,2
0,8.08,146.83,148,68,2
0,8.07,146.58,168,98,2
0,8.08,146.82,153,90,10
0,8.08,146.8,161,99,5
0,8.08,146.8,158,103,2
0,8.08,146.8,158,82,6
0,8.08,146.78,150,51,4
0,8.08,146.78,160,73,10
0,8.08,146.76,162,102,4
0,8.08,146.75,151,97,16
0,8.08,146.82,164,90,2
0,8.07,146.58,150,91,2
0,8.07,146.56,154,73,2
0,8.07,146.51,179,78,13
0,8.05,146.31,152,81,2
0,8.05,146.3,164,68,16
0,8.05,146.3,164,84,15
0,8.05,146.25,161,90,8
0,8.05,146.24,159,80,2
0,8.05,146.22,134,87,2
0,8.05,146.21,159,88,2
0,8.05,146.31,155,85,3
0,8.05,146.2,171,74,21
0,8.05,146.19,147,90,2
0,8.05,146.18,162,99,2
0,8.04,146.18,167,74,2
0,8.04,146.17,138,76,2
0,8.04,146.17,142,85,2
0,8.04,146.14,166,86,7
0,8.04,146.13,154,84,2
0,8.05,146.2,149,96,2
0,7.98,145.33,169,81,3
0,8.05,146.33,161,116,2
0,8.05,146.34,159,88,2
0,8.06,146.5,157,70,2
0,8.06,146.49,162,81,2
0,8.06,146.46,164,88,16
0,8.06,146.46,151,81,2
0,8.06,146.45,153,70,2
0,8.06,146.45,168,69,2
0,8.06,146.44,140,80,13
0,8.05,146.34,163,81,2
0,8.06,146.44,156,67,5
0,8.06,146.43,152,71,7
0,8.06,146.41,175,81,11
0,8.05,146.4,147,76,2
0,8.05,146.38,166,79,12
0,8.05,146.36,153,93,10
0,8.05,146.35,153,75,11
0,8.05,146.35,188,99,9
0,8.06,146.43,156,83,2
0,7.98,145.32,143,81,2
0,8.09,146.9,154,80,11
0,7.98,145.3,168,68,16
0,7.91,144.33,147,85,17
0,7.91,144.32,169,89,12
0,7.91,144.32,156,89,2
0,7.91,144.31,169,89,2
0,7.91,144.29,146,84,24
0,7.91,144.28,144,83,2
0,7.91,144.25,164,83,2
0,7.9,144.24,154,73,2
0,7.9,144.22,160,90,6
0,7.9,144.19,159,80,2
0,7.9,144.18,166,77,2
0,7.9,144.18,177,104,2
0,7.9,144.16,149,86,4
0,7.9,144.1,168,86,2
0,7.9,144.09,153,74,6
0,7.91,144.33,157,92,13
0,7.91,144.33,156,67,12
0,7.91,144.33,163,82,6
0,7.91,144.37,155,87,2
0,7.92,144.48,167,84,11
0,7.92,144.47,168,72,7
0,7.92,144.45,159,79,2
0,7.92,144.45,164,71,11
0,7.92,144.45,162,83,6
0,7.92,144.45,164,79,15
0,7.92,144.44,164,91,8
0,7.98,145.31,178,77,2
0,7.92,144.43,153,65,8
0,7.92,144.41,149,87,2
0,7.92,144.41,152,97,2
0,7.92,144.39,168,91,25
0,7.92,144.38,181,88,8
0,7.91,144.38,152,68,6
0,7.91,144.37,176,82,2
0,7.91,144.37,165,83,11
0,7.92,144.42,153,72,2
0,7.92,144.48,142,83,7
0,7.9,144.07,156,78,2
0,7.9,144.05,148,78,2
0,7.88,143.76,171,82,3
0,7.88,143.76,141,75,20
0,7.87,143.76,155,95,2
0,7.87,143.76,144,91,13
0,7.87,143.74,144,78,7
0,7.87,143.73,145,87,16
0,7.87,143.73,158,81,6
0,7.87,143.72,174,77,16
0,7.87,143.72,142,80,2
0,7.87,143.7,143,90,17
0,7.87,143.7,163,105,2
0,7.87,143.7,142,80,4
0,7.87,143.69,157,91,2
0,7.87,143.69,154,67,2
0,7.87,143.68,161,79,3
0,7.88,143.77,159,84,21
0,7.88,143.78,149,79,2
0,7.88,143.8,156,72,5
0,7.88,143.8,161,92,14
0,7.9,144.05,153,79,2
0,7.9,144.03,171,99,2
0,7.9,144.03,153,69,2
0,7.9,144.03,150,84,2
0,7.89,144.01,164,89,3
0,7.89,144.0,174,70,34
0,7.89,144.0,171,94,2
0,7.9,144.06,151,81,11
0,7.89,143.99,153,93,2
0,7.89,143.96,170,82,2
0,7.89,143.95,146,87,2
0,7.89,143.95,157,81,2
0,7.88,143.89,168,91,7
0,7.88,143.87,162,87,2
0,7.88,143.86,153,77,12
0,7.88,143.82,155,99,17
0,7.89,143.98,159,78,2
0,7.93,144.48,157,83,2
0,7.9,144.09,158,69,5
0,7.93,144.5,167,83,7
0,7.97,145.07,163,108,15
0,7.97,145.06,151,70,3
0,7.97,145.04,167,85,2
0,7.97,145.02,155,98,5
0,7.97,145.0,153,75,2
0,7.97,144.99,167,91,2
0,7.96,144.98,149,100,2
0,7.96,144.96,148,63,2
0,7.96,144.92,154,85,4
0,7.96,144.92,154,88,2
0,7.96,144.9,147,81,2
0,7.96,144.89,158,83,10
0,7.96,144.88,161,68,13
0,7.96,144.86,152,94,28
0,7.96,144.86,143,83,3
0,7.97,145.08,164,93,2
0,7.97,145.1,161,69,2
0,7.97,145.11,154,99,2
0,7.97,145.11,163,83,2
0,7.93,144.5,165,77,10
0,7.98,145.29,167,98,2
0,7.98,145.28,151,101,31
0,7.98,145.28,145,92,2
0,7.98,145.27,150,91,12
0,7.98,145.25,156,81,11
0,7.98,145.25,157,70,14
0,7.96,144.85,144,85,12
0,7.98,145.23,155,67,2
0,7.97,145.19,149,67,2
0,7.97,145.19,156,113,18
0,7.97,145.19,145,83,11
0,7.97,145.15,146,96,4
0,7.97,145.15,134,81,2
0,7.97,145.14,162,70,8
0,7.97,145.12,155,82,2
0,7.97,145.2,151,92,9
0,7.96,144.84,149,71,14
0,7.97,145.08,150,63,6
0,7.96,144.82,160,93,2
0,7.94,144.62,151,89,15
0,7.94,144.62,149,75,18
0,7.94,144.62,148,76,9
0,7.94,144.61,178,64,2
0,7.94,144.61,144,85,11
0,7.94,144.6,167,92,2
0,7.94,144.6,155,91,13
0,7.94,144.64,154,103,5
0,7.94,144.6,143,75,2
0,7.93,144.58,176,95,2
0,7.93,144.57,152,91,2
0,7.93,144.56,164,87,16
0,7.93,144.55,167,73,2
0,7.93,144.53,135,80,12
0,7.93,144.53,156,80,2
0,7.96,144.82,159,79,29
0,7.94,144.59,165,81,17
0,7.94,144.64,152,95,5
0,7.93,144.52,183,87,2
0,7.94,144.65,150,108,4
0,7.94,144.65,163,91,7
0,7.95,144.81,161,80,2
0,7.95,144.81,164,97,2
0,7.95,144.81,144,86,7
0,7.95,144.78,158,88,13
0,7.95,144.76,158,76,11
0,7.95,144.74,173,82,2
0,7.95,144.72,150,90,7
0,7.96,144.82,160,77,2
0,7.95,144.71,139,107,2
0,7.95,144.67,164,99,2
0,7.95,144.67,169,79,2
0,7.94,144.66,159,100,2
0,7.94,144.65,170,76,2
0,7.94,144.65,170,85,2
0,7.95,144.72,145,79,2
1,12.01,205.83,125,64,4
1,12.01,205.82,145,66,21
1,12.01,205.82,134,63,2
1,12.01,205.82,150,74,2
1,12.01,205.8,140,65,4
1,12.01,205.64,152,61,25
1,12.01,205.8,146,74,5
1,12.01,205.75,153,78,15
1,12.01,205.77,156,68,35
1,12.01,205.75,158,83,5
1,12.01,205.7,154,66,10
1,12.01,205.7,151,76,2
1,12.01,205.69,133,76,47
1,12.01,205.64,148,71,2
1,12.02,205.85,156,74,13
1,12.01,205.78,147,77,3
1,12.02,205.85,157,76,11
1,12.02,205.93,155,63,10
1,12.02,205.86,159,57,25
1,12.01,205.64,134,46,19
1,12.03,206.05,140,60,38
1,12.03,206.0,144,82,28
1,12.03,206.0,145,63,5
1,12.02,206.0,146,73,22
1,12.02,205.97,155,57,7
1,12.02,205.97,155,68,13
1,12.02,205.97,141,73,2
1,12.02,205.93,143,62,13
1,12.02,205.93,143,59,17
1,12.02,205.92,140,77,31
1,12.02,205.92,153,91,9
1,12.02,205.91,150,72,18
1,12.02,205.9,138,85,17
1,12.02,205.86,155,86,31
1,12.02,205.85,157,85,15
1,12.0,205.63,129,82,4
1,11.97,205.24,145,65,21
1,12.0,205.59,146,72,5
1,11.99,205.38,147,68,20
1,11.99,205.37,163,49,19
1,11.98,205.37,154,67,17
1,11.98,205.36,136,84,23
1,11.98,205.36,160,66,15
1,11.98,205.35,174,74,5
1,11.98,205.35,171,68,25
1,11.98,205.32,143,71,2
1,11.98,205.29,135,75,17
1,11.98,205.28,151,83,22
1,11.97,205.27,170,80,17
1,11.97,205.26,131,69,23
1,11.97,205.25,157,66,14
1,11.97,205.24,151,77,7
1,11.97,205.24,148,70,9
1,11.99,205.38,151,67,2
1,11.99,205.39,133,72,2
1,11.99,205.39,149,67,26
1,11.99,205.41,142,69,9
1,12.0,205.58,167,54,8
1,12.0,205.58,160,61,20
1,12.0,205.56,147,77,19
1,12.0,205.55,154,77,10
1,12.0,205.54,130,65,16
1,12.0,205.52,156,71,7
1,12.0,205.5,153,76,16
1,12.0,205.6,149,63,2
1,12.0,205.48,148,74,9
1,12.0,205.46,155,46,3
1,12.0,205.45,155,83,17
1,12.0,205.45,150,96,16
1,12.0,205.44,167,75,10
1,11.99,205.44,142,93,13
1,11.99,205.44,170,82,20
1,11.99,205.43,151,84,16
1,12.0,205.47,167,77,9
1,12.03,206.05,164,66,16
1,12.08,206.76,148,62,9
1,12.03,206.06,155,76,33
1,12.07,206.58,145,68,22
1,12.07,206.58,155,67,9
1,12.07,206.57,169,68,16
1,12.07,206.55,151,83,27
1,12.06,206.49,155,72,25
1,12.06,206.48,155,64,18
1,12.06,206.48,166,71,25
1,12.06,206.48,147,69,17
1,12.06,206.47,144,57,5
1,12.06,206.46,158,80,21
1,12.06,206.46,155,63,30
1,12.06,206.44,133,78,33
1,12.06,206.44,141,76,7
1,12.06,206.43,160,68,24
1,12.06,206.42,160,76,13
1,12.07,206.58,151,61,14
1,12.07,206.59,167,75,22
1,12.07,206.59,152,63,17
1,12.07,206.6,155,60,15
1,11.86,203.72,147,81,10
1,12.08,206.76,145,83,27
1,12.08,206.75,148,62,28
1,12.08,206.75,159,78,34
1,12.08,206.74,153,85,19
1,12.08,206.73,162,69,13
1,12.08,206.73,136,76,7
1,12.06,206.42,151,70,2
1,12.08,206.72,152,84,2
1,12.07,206.71,125,87,17
1,12.07,206.66,175,66,10
1,12.07,206.66,151,82,7
1,12.07,206.66,161,67,15
1,12.07,206.64,171,89,6
1,12.07,206.63,142,67,7
1,12.07,206.62,143,69,12
1,12.08,206.71,165,64,27
1,12.06,206.42,147,51,2
1,12.06,206.41,142,57,13
1,12.06,206.41,148,66,22
1,12.04,206.21,149,71,29
1,12.04,206.21,150,71,17
1,12.04,206.19,153,57,15
1,12.04,206.19,170,52,13
1,12.04,206.19,139,59,10
1,12.04,206.18,150,77,9
1,12.04,206.18,158,78,25
1,12.04,206.23,137,62,13
1,12.04,206.17,140,76,16
1,12.04,206.14,140,77,25
1,12.03,206.12,139,67,9
1,12.03,206.11,163,85,12
1,12.03,206.1,146,73,15
1,12.03,206.09,144,69,29
1,12.03,206.08,161,58,45
1,12.03,206.06,151,66,4
1,12.04,206.17,138,78,8
1,12.03,206.06,135,53,28
1,12.04,206.24,154,87,11
1,12.04,206.26,152,72,24
1,12.05,206.4,158,65,17
1,12.05,206.39,149,70,13
1,12.05,206.39,132,66,24
1,12.05,206.38,140,58,7
1,12.05,206.35,142,55,15
1,12.05,206.34,162,58,21
1,12.05,206.33,157,64,9
1,12.04,206.24,158,66,14
1,12.05,206.32,159,71,7
1,12.05,206.29,158,76,13
1,12.05,206.28,167,79,13
1,12.05,206.28,173,65,6
1,12.04,206.28,147,74,2
1,12.04,206.27,154,58,19
1,12.04,206.27,150,71,20
1,12.04,206.27,123,68,15
1,12.05,206.31,153,78,23
1,11.97,205.21,157,69,15
1,11.91,204.43,145,62,10
1,11.96,205.19,148,81,12
1,11.9,204.2,145,56,19
1,11.9,204.18,144,98,9
1,11.9,204.16,137,78,16
1,11.89,204.15,150,83,8
1,11.89,204.14,154,80,24
1,11.89,204.12,161,65,2
1,11.89,204.12,162,67,22
1,11.89,204.12,158,87,19
1,11.89,204.11,150,85,21
1,11.89,204.1,150,68,14
1,11.89,204.08,147,98,12
1,11.89,204.06,161,70,9
1,11.89,204.06,153,85,31
1,11.89,204.05,156,79,17
1,11.89,204.04,147,69,27
1,11.9,204.2,163,84,2
1,11.9,204.21,156,83,43
1,11.9,204.21,152,65,11
1,11.9,204.22,158,68,24
1,11.91,204.37,141,70,3
1,11.91,204.35,157,75,2
1,11.91,204.33,153,57,7
1,11.91,204.32,152,81,15
1,11.91,204.31,142,62,8
1,11.91,204.31,152,82,3
1,11.9,204.3,142,96,29
1,11.89,204.04,153,84,25
1,11.9,204.29,143,68,13
1,11.9,204.27,153,66,28
1,11.9,204.26,148,78,4
1,11.9,204.26,139,75,26
1,11.9,204.23,148,60,13
1,11.9,204.23,160,90,6
1,11.9,204.23,155,64,22
1,11.9,204.22,169,66,6
1,11.9,204.27,166,51,18
1,11.91,204.38,151,67,24
1,11.89,204.04,174,61,19
1,11.89,204.01,162,62,5
1,11.87,203.84,159,62,15
1,11.87,203.82,151,80,25
1,11.87,203.81,140,63,7
1,11.87,203.81,185,63,2
1,11.87,203.79,160,79,2
1,11.87,203.78,143,78,2
1,11.87,203.78,148,78,10
1,11.87,203.77,139,71,2
1,11.87,203.77,139,62,9
1,11.87,203.76,150,86,19
1,11.87,203.76,153,66,14
1,11.87,203.75,153,71,15
1,11.86,203.75,153,88,7
1,11.86,203.74,149,72,17
1,12.08,206.76,166,65,14
1,11.87,203.84,157,79,21
1,11.88,203.84,163,68,12
1,11.88,203.85,142,66,12
1,11.88,203.85,153,66,15
1,11.88,204.01,153,64,17
1,11.88,203.98,136,69,14
1,11.88,203.97,137,89,10
1,11.88,203.96,143,66,10
1,11.88,203.93,140,55,13
1,11.88,203.92,153,73,26
1,11.88,203.92,165,70,16
1,11.89,204.02,164,72,16
1,11.88,203.9,145,97,2
1,11.88,203.89,131,85,32
1,11.88,203.88,145,69,9
1,11.88,203.88,153,67,15
1,11.88,203.87,149,61,12
1,11.88,203.86,164,82,28
1,11.88,203.86,135,71,24
1,11.88,203.86,159,75,21
1,11.88,203.9,153,72,21
1,11.97,205.21,154,67,14
1,11.91,204.39,137,97,10
1,11.91,204.43,169,67,9
1,11.95,204.94,155,79,18
1,11.95,204.94,129,45,9
1,11.95,204.93,146,66,15
1,11.95,204.93,153,76,29
1,11.94,204.93,149,55,17
1,11.94,204.93,157,54,25
1,11.94,204.92,151,79,8
1,11.94,204.92,158,75,24
1,11.94,204.91,142,66,16
1,11.94,204.91,148,69,19
1,11.94,204.91,156,80,2
1,11.94,204.89,148,72,19
1,11.94,204.88,140,62,23
1,11.94,204.88,155,73,19
1,11.93,204.86,136,72,19
1,11.95,204.94,132,67,38
1,11.95,204.95,140,84,38
1,11.95,204.96,158,57,30
1,11.95,204.97,146,61,12
1,11.96,205.16,142,63,21
1,11.96,205.14,150,83,14
1,11.96,205.14,128,53,25
1,11.96,205.13,141,61,26
1,11.96,205.12,160,74,14
1,11.96,205.12,156,69,24
1,11.96,205.11,149,83,2
1,11.93,204.85,162,79,18
1,11.96,205.11,152,54,9
1,11.96,205.07,139,71,23
1,11.96,205.06,140,74,21
1,11.96,205.06,147,57,22
1,11.95,205.05,141,67,19
1,11.95,205.03,149,81,15
1,11.95,205.01,159,71,5
1,11.95,204.99,141,66,14
1,11.96,205.09,151,57,34
1,11.91,204.41,144,73,2
1,11.93,204.84,158,60,15
1,11.93,204.81,161,66,16
1,11.92,204.66,157,57,10
1,11.92,204.63,141,48,2
1,11.92,204.61,138,62,17
1,11.92,204.58,137,46,12
1,11.92,204.58,159,66,9
1,11.92,204.56,145,50,22
1,11.92,204.56,146,65,11
1,11.92,204.55,141,88,14
1,11.92,204.55,173,68,19
1,11.91,204.55,143,53,29
1,11.91,204.5,152,69,25
1,11.91,204.47,149,71,28
1,11.91,204.45,142,51,23
1,11.91,204.44,173,75,27
1,11.91,204.43,147,74,10
1,11.92,204.67,166,86,33
1,11.92,204.68,137,68,18
1,11.92,204.68,157,62,11
1,11.92,204.69,151,77,2
1,11.93,204.81,147,61,12
1,11.93,204.79,165,78,12
1,11.93,204.79,162,74,19
1,11.93,204.78,151,60,17
1,11.93,204.78,142,75,30
1,11.93,204.77,139,75,22
1,11.93,204.76,140,74,17
1,11.93,204.83,150,58,16
1,11.93,204.76,164,52,2
1,11.92,204.73,151,65,35
1,11.92,204.73,151,76,16
1,11.92,204.73,153,53,16
1,11.92,204.73,153,87,11
1,11.92,204.72,156,60,34
1,11.92,204.71,158,72,31
1,11.92,204.7,159,65,15
1,11.93,204.76,158,91,3
1,12.08,206.77,156,59,37
1,12.2,208.29,150,83,17
1,12.08,206.84,145,94,8
1,12.23,209.04,133,61,10
1,12.23,209.03,130,62,8
1,12.23,208.99,152,78,27
1,12.23,208.98,149,86,16
1,12.23,208.94,149,65,26
